composer,title,folder,xml_score,midi_score,midi_performance,performance_annotations,midi_score_annotations,maestro_midi_performance,maestro_audio_performance,start,end,audio_performance
Bach,Prelude_bwv_873,Bach/Prelude/bwv_873,Bach/Prelude/bwv_873/xml_score.musicxml,Bach/Prelude/bwv_873/midi_score.mid,Bach/Prelude/bwv_873/Lisiecki02.mid,Bach/Prelude/bwv_873/Lisiecki02_annotations.txt,Bach/Prelude/bwv_873/midi_score_annotations.txt,,,,,
Bach,Prelude_bwv_873,Bach/Prelude/bwv_873,Bach/Prelude/bwv_873/xml_score.musicxml,Bach/Prelude/bwv_873/midi_score.mid,Bach/Prelude/bwv_873/Lisiecki13M.mid,Bach/Prelude/bwv_873/Lisiecki13M_annotations.txt,Bach/Prelude/bwv_873/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.wav,,257.22916666666663,Bach/Prelude/bwv_873/Lisiecki13M.wav
Bach,Prelude_bwv_874,Bach/Prelude/bwv_874,Bach/Prelude/bwv_874/xml_score.musicxml,Bach/Prelude/bwv_874/midi_score.mid,Bach/Prelude/bwv_874/BianF01M.mid,Bach/Prelude/bwv_874/BianF01M_annotations.txt,Bach/Prelude/bwv_874/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.midi,{maestro}/2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.wav,,,Bach/Prelude/bwv_874/BianF01M.wav
Bach,Prelude_bwv_874,Bach/Prelude/bwv_874,Bach/Prelude/bwv_874/xml_score.musicxml,Bach/Prelude/bwv_874/midi_score.mid,Bach/Prelude/bwv_874/WongWY01M.mid,Bach/Prelude/bwv_874/WongWY01M_annotations.txt,Bach/Prelude/bwv_874/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--1.wav,,169.27604166666666,Bach/Prelude/bwv_874/WongWY01M.wav
Bach,Prelude_bwv_875,Bach/Prelude/bwv_875,Bach/Prelude/bwv_875/xml_score.musicxml,Bach/Prelude/bwv_875/midi_score.mid,Bach/Prelude/bwv_875/Ahfat01M.mid,Bach/Prelude/bwv_875/Ahfat01M_annotations.txt,Bach/Prelude/bwv_875/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.midi,{maestro}/2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.wav,,95.73828125,Bach/Prelude/bwv_875/Ahfat01M.wav
Bach,Prelude_bwv_875,Bach/Prelude/bwv_875,Bach/Prelude/bwv_875/xml_score.musicxml,Bach/Prelude/bwv_875/midi_score.mid,Bach/Prelude/bwv_875/CaoJ01M.mid,Bach/Prelude/bwv_875/CaoJ01M_annotations.txt,Bach/Prelude/bwv_875/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--1.wav,,88.54270833333334,Bach/Prelude/bwv_875/CaoJ01M.wav
Bach,Prelude_bwv_875,Bach/Prelude/bwv_875,Bach/Prelude/bwv_875/xml_score.musicxml,Bach/Prelude/bwv_875/midi_score.mid,Bach/Prelude/bwv_875/HONG04M.mid,Bach/Prelude/bwv_875/HONG04M_annotations.txt,Bach/Prelude/bwv_875/midi_score_annotations.txt,{maestro}/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi,{maestro}/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.wav,,88.13541666666669,Bach/Prelude/bwv_875/HONG04M.wav
Bach,Prelude_bwv_876,Bach/Prelude/bwv_876,Bach/Prelude/bwv_876/xml_score.musicxml,Bach/Prelude/bwv_876/midi_score.mid,Bach/Prelude/bwv_876/SirajA01M.mid,Bach/Prelude/bwv_876/SirajA01M_annotations.txt,Bach/Prelude/bwv_876/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--1.wav,,131.15416666666667,Bach/Prelude/bwv_876/SirajA01M.wav
Bach,Prelude_bwv_876,Bach/Prelude/bwv_876,Bach/Prelude/bwv_876/xml_score.musicxml,Bach/Prelude/bwv_876/midi_score.mid,Bach/Prelude/bwv_876/Song01M.mid,Bach/Prelude/bwv_876/Song01M_annotations.txt,Bach/Prelude/bwv_876/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_02_Track02_wav.midi,{maestro}/2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_02_Track02_wav.wav,,134.35026041666666,Bach/Prelude/bwv_876/Song01M.wav
Bach,Prelude_bwv_880,Bach/Prelude/bwv_880,Bach/Prelude/bwv_880/xml_score.musicxml,Bach/Prelude/bwv_880/midi_score.mid,Bach/Prelude/bwv_880/LeungR01M.mid,Bach/Prelude/bwv_880/LeungR01M_annotations.txt,Bach/Prelude/bwv_880/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--1.wav,,206.496875,Bach/Prelude/bwv_880/LeungR01M.wav
Bach,Prelude_bwv_880,Bach/Prelude/bwv_880,Bach/Prelude/bwv_880/xml_score.musicxml,Bach/Prelude/bwv_880/midi_score.mid,Bach/Prelude/bwv_880/Sun02.mid,Bach/Prelude/bwv_880/Sun02_annotations.txt,Bach/Prelude/bwv_880/midi_score_annotations.txt,,,,,
Bach,Prelude_bwv_880,Bach/Prelude/bwv_880,Bach/Prelude/bwv_880/xml_score.musicxml,Bach/Prelude/bwv_880/midi_score.mid,Bach/Prelude/bwv_880/WangA04M.mid,Bach/Prelude/bwv_880/WangA04M_annotations.txt,Bach/Prelude/bwv_880/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--1.wav,,168.15234375,Bach/Prelude/bwv_880/WangA04M.wav
Bach,Prelude_bwv_883,Bach/Prelude/bwv_883,Bach/Prelude/bwv_883/xml_score.musicxml,Bach/Prelude/bwv_883/midi_score.mid,Bach/Prelude/bwv_883/GuoE01M.mid,Bach/Prelude/bwv_883/GuoE01M_annotations.txt,Bach/Prelude/bwv_883/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--1.wav,,174.56458333333333,Bach/Prelude/bwv_883/GuoE01M.wav
Bach,Prelude_bwv_883,Bach/Prelude/bwv_883,Bach/Prelude/bwv_883/xml_score.musicxml,Bach/Prelude/bwv_883/midi_score.mid,Bach/Prelude/bwv_883/Lim01.mid,Bach/Prelude/bwv_883/Lim01_annotations.txt,Bach/Prelude/bwv_883/midi_score_annotations.txt,,,,,
Bach,Prelude_bwv_883,Bach/Prelude/bwv_883,Bach/Prelude/bwv_883/xml_score.musicxml,Bach/Prelude/bwv_883/midi_score.mid,Bach/Prelude/bwv_883/LuM01M.mid,Bach/Prelude/bwv_883/LuM01M_annotations.txt,Bach/Prelude/bwv_883/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--1.wav,,164.54583333333332,Bach/Prelude/bwv_883/LuM01M.wav
Bach,Prelude_bwv_884,Bach/Prelude/bwv_884,Bach/Prelude/bwv_884/xml_score.musicxml,Bach/Prelude/bwv_884/midi_score.mid,Bach/Prelude/bwv_884/LiA01M.mid,Bach/Prelude/bwv_884/LiA01M_annotations.txt,Bach/Prelude/bwv_884/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--1.wav,,70.596875,Bach/Prelude/bwv_884/LiA01M.wav
Bach,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Bach/Prelude/bwv_885/Chon02.mid,Bach/Prelude/bwv_885/Chon02_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,,,,22.885416666666664,
Bach,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Bach/Prelude/bwv_885/Guo01M.mid,Bach/Prelude/bwv_885/Guo01M_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_02_Track02_wav.midi,{maestro}/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_02_Track02_wav.wav,,147.50130208333331,Bach/Prelude/bwv_885/Guo01M.wav
Bach,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Bach/Prelude/bwv_885/Huang04M.mid,Bach/Prelude/bwv_885/Huang04M_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--1.wav,,158.56640625,Bach/Prelude/bwv_885/Huang04M.wav
Bach,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Bach/Prelude/bwv_885/JeonH01M.mid,Bach/Prelude/bwv_885/JeonH01M_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--1.wav,,176.36979166666663,Bach/Prelude/bwv_885/JeonH01M.wav
Bach,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Bach/Prelude/bwv_885/SINKEV01.mid,Bach/Prelude/bwv_885/SINKEV01_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,,,,,
Bach,Prelude_bwv_885,Bach/Prelude/bwv_885,Bach/Prelude/bwv_885/xml_score.musicxml,Bach/Prelude/bwv_885/midi_score.mid,Bach/Prelude/bwv_885/SINKEV06.mid,Bach/Prelude/bwv_885/SINKEV06_annotations.txt,Bach/Prelude/bwv_885/midi_score_annotations.txt,{maestro}/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.midi,{maestro}/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.wav,,165.20729166666666,Bach/Prelude/bwv_885/SINKEV06.wav
Bach,Prelude_bwv_887,Bach/Prelude/bwv_887,Bach/Prelude/bwv_887/xml_score.musicxml,Bach/Prelude/bwv_887/midi_score.mid,Bach/Prelude/bwv_887/LiYZ01M.mid,Bach/Prelude/bwv_887/LiYZ01M_annotations.txt,Bach/Prelude/bwv_887/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--1.wav,,112.93645833333332,Bach/Prelude/bwv_887/LiYZ01M.wav
Bach,Prelude_bwv_888,Bach/Prelude/bwv_888,Bach/Prelude/bwv_888/xml_score.musicxml,Bach/Prelude/bwv_888/midi_score.mid,Bach/Prelude/bwv_888/ZhaoK01M.mid,Bach/Prelude/bwv_888/ZhaoK01M_annotations.txt,Bach/Prelude/bwv_888/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.wav,,102.84375,Bach/Prelude/bwv_888/ZhaoK01M.wav
Bach,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,Bach/Prelude/bwv_889/Giesbrecht01M.mid,Bach/Prelude/bwv_889/Giesbrecht01M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.midi,{maestro}/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.wav,,144.83333333333331,Bach/Prelude/bwv_889/Giesbrecht01M.wav
Bach,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,Bach/Prelude/bwv_889/LiuY01M.mid,Bach/Prelude/bwv_889/LiuY01M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.wav,,138.490625,Bach/Prelude/bwv_889/LiuY01M.wav
Bach,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,Bach/Prelude/bwv_889/MunA01M.mid,Bach/Prelude/bwv_889/MunA01M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.wav,,138.31875,Bach/Prelude/bwv_889/MunA01M.wav
Bach,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,Bach/Prelude/bwv_889/Wang01M.mid,Bach/Prelude/bwv_889/Wang01M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.midi,{maestro}/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.wav,,149.01041666666666,Bach/Prelude/bwv_889/Wang01M.wav
Bach,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,Bach/Prelude/bwv_889/YangY02M.mid,Bach/Prelude/bwv_889/YangY02M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.midi,{maestro}/2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.wav,,131.140625,Bach/Prelude/bwv_889/YangY02M.wav
Bach,Prelude_bwv_889,Bach/Prelude/bwv_889,Bach/Prelude/bwv_889/xml_score.musicxml,Bach/Prelude/bwv_889/midi_score.mid,Bach/Prelude/bwv_889/ZhangW02M.mid,Bach/Prelude/bwv_889/ZhangW02M_annotations.txt,Bach/Prelude/bwv_889/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.midi,{maestro}/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.wav,,123.72395833333331,Bach/Prelude/bwv_889/ZhangW02M.wav
Bach,Prelude_bwv_891,Bach/Prelude/bwv_891,Bach/Prelude/bwv_891/xml_score.musicxml,Bach/Prelude/bwv_891/midi_score.mid,Bach/Prelude/bwv_891/BLINOV04M.mid,Bach/Prelude/bwv_891/BLINOV04M_annotations.txt,Bach/Prelude/bwv_891/midi_score_annotations.txt,{maestro}/2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi,{maestro}/2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.wav,,155.54479166666667,Bach/Prelude/bwv_891/BLINOV04M.wav
Bach,Prelude_bwv_891,Bach/Prelude/bwv_891,Bach/Prelude/bwv_891/xml_score.musicxml,Bach/Prelude/bwv_891/midi_score.mid,Bach/Prelude/bwv_891/Duepree06M.mid,Bach/Prelude/bwv_891/Duepree06M_annotations.txt,Bach/Prelude/bwv_891/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.wav,,141.73697916666666,Bach/Prelude/bwv_891/Duepree06M.wav
Bach,Prelude_bwv_892,Bach/Prelude/bwv_892,Bach/Prelude/bwv_892/xml_score.musicxml,Bach/Prelude/bwv_892/midi_score.mid,Bach/Prelude/bwv_892/Hou01M.mid,Bach/Prelude/bwv_892/Hou01M_annotations.txt,Bach/Prelude/bwv_892/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.midi,{maestro}/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.wav,,100.47916666666666,Bach/Prelude/bwv_892/Hou01M.wav
Bach,Prelude_bwv_892,Bach/Prelude/bwv_892,Bach/Prelude/bwv_892/xml_score.musicxml,Bach/Prelude/bwv_892/midi_score.mid,Bach/Prelude/bwv_892/KabuliL01M.mid,Bach/Prelude/bwv_892/KabuliL01M_annotations.txt,Bach/Prelude/bwv_892/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.wav,,113.53020833333332,Bach/Prelude/bwv_892/KabuliL01M.wav
Bach,Prelude_bwv_893,Bach/Prelude/bwv_893,Bach/Prelude/bwv_893/xml_score.musicxml,Bach/Prelude/bwv_893/midi_score.mid,Bach/Prelude/bwv_893/Kleisen04M.mid,Bach/Prelude/bwv_893/Kleisen04M_annotations.txt,Bach/Prelude/bwv_893/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.wav,,130.49869791666666,Bach/Prelude/bwv_893/Kleisen04M.wav
Bach,Prelude_bwv_893,Bach/Prelude/bwv_893,Bach/Prelude/bwv_893/xml_score.musicxml,Bach/Prelude/bwv_893/midi_score.mid,Bach/Prelude/bwv_893/Levitsky04M.mid,Bach/Prelude/bwv_893/Levitsky04M_annotations.txt,Bach/Prelude/bwv_893/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--1.wav,,135.67447916666666,Bach/Prelude/bwv_893/Levitsky04M.wav
Bach,Prelude_bwv_893,Bach/Prelude/bwv_893,Bach/Prelude/bwv_893/xml_score.musicxml,Bach/Prelude/bwv_893/midi_score.mid,Bach/Prelude/bwv_893/Wong01M.mid,Bach/Prelude/bwv_893/Wong01M_annotations.txt,Bach/Prelude/bwv_893/midi_score_annotations.txt,{maestro}/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.midi,{maestro}/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.wav,,147.3203125,Bach/Prelude/bwv_893/Wong01M.wav
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/CHEN04.mid,Balakirev/Islamey/CHEN04_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/CHEN10M.mid,Balakirev/Islamey/CHEN10M_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,{maestro}/2004/MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.midi,{maestro}/2004/MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.wav,,,Balakirev/Islamey/CHEN10M.wav
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/Cho05.mid,Balakirev/Islamey/Cho05_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/Gorucan03.mid,Balakirev/Islamey/Gorucan03_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/Na04.mid,Balakirev/Islamey/Na04_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/Na08M.mid,Balakirev/Islamey/Na08M_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,{maestro}/2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_05_Track05_wav.midi,{maestro}/2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_05_Track05_wav.wav,,,Balakirev/Islamey/Na08M.wav
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/Shelest03.mid,Balakirev/Islamey/Shelest03_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/Shi11.mid,Balakirev/Islamey/Shi11_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/Verbaite04.mid,Balakirev/Islamey/Verbaite04_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,,,,,
Balakirev,Islamey,Balakirev/Islamey,Balakirev/Islamey/xml_score.musicxml,Balakirev/Islamey/midi_score.mid,Balakirev/Islamey/Yi04M.mid,Balakirev/Islamey/Yi04M_annotations.txt,Balakirev/Islamey/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_10_Track10_wav.midi,{maestro}/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_10_Track10_wav.wav,,,Balakirev/Islamey/Yi04M.wav
Beethoven,Piano_Sonatas_1-1,Beethoven/Piano_Sonatas/1-1,Beethoven/Piano_Sonatas/1-1/xml_score.musicxml,Beethoven/Piano_Sonatas/1-1/midi_score.mid,Beethoven/Piano_Sonatas/1-1/KimG01.mid,Beethoven/Piano_Sonatas/1-1/KimG01_annotations.txt,Beethoven/Piano_Sonatas/1-1/midi_score_annotations.txt,,,,,
Beethoven,Piano_Sonatas_10-1,Beethoven/Piano_Sonatas/10-1,Beethoven/Piano_Sonatas/10-1/xml_score.musicxml,Beethoven/Piano_Sonatas/10-1/midi_score.mid,Beethoven/Piano_Sonatas/10-1/Hou02M.mid,Beethoven/Piano_Sonatas/10-1/Hou02M_annotations.txt,Beethoven/Piano_Sonatas/10-1/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_13_Track13_wav.midi,{maestro}/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_13_Track13_wav.wav,,,Beethoven/Piano_Sonatas/10-1/Hou02M.wav
Beethoven,Piano_Sonatas_11-1,Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,Beethoven/Piano_Sonatas/11-1/Arciglione03.mid,Beethoven/Piano_Sonatas/11-1/Arciglione03_annotations.txt,Beethoven/Piano_Sonatas/11-1/midi_score_annotations.txt,,,,,
Beethoven,Piano_Sonatas_11-1,Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,Beethoven/Piano_Sonatas/11-1/DeTurck01.mid,Beethoven/Piano_Sonatas/11-1/DeTurck01_annotations.txt,Beethoven/Piano_Sonatas/11-1/midi_score_annotations.txt,,,,,
